X,Y,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LON,BSTP_LAT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,WARD_ID,ANC_ID,SMD_ID,ROUTEID,MEASURE,OFFSET,BLOCKKEY,BLOCKFACEKEY,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID,SNOWPRIORITY
-76.978786271757,38.9074617938683,1307857,1001377,6349,PRS,1945/03/01 00:00:00+00,REV,MT OLIVET RD NE,BLADENSBURG RD NE,208,NEA,UNKNOWN,BLADENSBURG RD NE + MT OLIVET RD NE,-76.978784,38.907454,,KFH,2006/07/18 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,5.19999981,N,Y,Y,N,N,Y,Y,U,Y,Y,Y,NPL,-9,U,Y,U,N,U,U,U,U,5,ANC 5C,5C04,12015992,910,-3,cb8d037260edd7c653d2679435ea704d,4d7bf4a48f6b2b0df424a9f6e855aafc,BusStopPt_4367,,{ADFD07FE-9A01-4C9E-B896-37C81B7C4E2A},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25487,
-77.001924290848,38.9406867949651,1302223,1002314,8083,PRS,1980/05/13 00:00:00+00,UNK,THE HEIGHTS,TAYLOR ST NE,91,FAR,UNKNOWN,TAYLOR ST NE + THE HEIGHTS,-77.001922,38.940679,,KFH,2006/06/16 00:00:00+00,-9,UNK,UNKW,N,Y,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,Y,NON,SLP,-9,N,N,U,N,N,N,U,U,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,5,ANC 5A,5A04,12084892,213.300003051758,3,a0f024df682011968ea04e4a98436caa,20d0e73b56d7aefc176284b49b7b0535,BusStopPt_4368,,{967DFEFD-E03C-4416-9076-113DB8E4DDE0},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25488,
-77.0261062919669,38.928728796042,1302204,1001999,7496,PRS,1948/08/04 00:00:00+00,REV,IRVING ST NW,SHERMAN AVE NW,358,NEA,UNKNOWN,SHERMAN AVE NW + IRVING ST NW,-77.026104,38.928721,,KFH,2006/06/08 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,5.19999981,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,Y,U,N,U,U,U,U,1,ANC 1A,1A10,11080082,1000.90002441406,3,ab302c87c890938a73bc70fbc85e741d,8dc30206cdfb1df090e3227dc8a83bf5,BusStopPt_4369,,{8BE95155-7F37-4AEC-A21E-C76F07C5882B},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25489,
-77.0097392844311,38.9610278008384,1308467,1002673,8902,PRS,1971/04/27 00:00:00+00,REV,OGLETHORPE ST NW,BLAIR RD NW,156,FAR,UNKNOWN,BLAIR RD NW + OGLETHORPE ST NW,-77.009737,38.96102,,KFH,2006/05/19 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,-9,N,N,U,N,N,N,U,N,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,4,ANC 4B,4B06,11016382,164.899993896484,-3,313c83b99b59f1dfbb9dbb5ff6d7342c,28777f3d5248e8d6906270d47d2f7183,BusStopPt_4370,,{316BBDD2-6874-452A-93E3-469FC7D3A2FE},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25490,
-76.9960072798829,38.853218777094,1309874,1000245,2917,PRS,1948/04/05 00:00:00+00,UNK,ST ELIZABETHS GATE 2,MARTIN LUTHER KING JR AVE SE,176,NEA,BEG 15' N OF PEPCO POLE #521512,MARTIN LUTHER KING JR AVE SE + ST ELIZABETHS GATE 2,-76.996005,38.853211,,KFH,2006/05/01 00:00:00+00,-9,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,SLP,-9,N,N,U,N,N,N,U,U,N,N,N,NPL,-9,U,Y,U,N,U,U,U,U,8,ANC 8C,8C02,13059452,1941.09997558594,3,95127b7bfe965cfafd3ed673a9843bf7,d4ea8f107b4afc49b6cd60c927f2237f,BusStopPt_4371,,{046A8DB2-6C20-4D25-9558-DD4564F60868},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25491,
-76.9925242829875,38.9025897906409,1308062,1003202,13545,PRS,1901/01/01 00:00:00+00,REV,10TH ST NE,K ST NE,270,NEA,UNKNOWN,K ST NE + 10TH ST NE,-76.992522,38.902582,,KFH,2006/07/11 00:00:00+00,0,UNK,WMAT,N,N,N,N,58U,CON,NON,Y,N,E,7,N,Y,N,NON,UNK,4.0999999,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,NSG,-9,N,Y,U,Y,U,U,U,U,6,ANC 6A,6A01,12050892,1434.90002441406,-3,4ece4c3e6dc3c9db457fd7293eff88c3,f9242be44848f124740d85f95a84834e,BusStopPt_4372,,{81802C0B-81FD-4C80-85CB-D7F980624639},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25492,
-77.0898673166371,38.9407057910844,1304324,1002323,8093,PRS,1953/10/12 00:00:00+00,REV,45TH ST NW,MASSACHUSETTS AVE NW,134,NEX,UNKNOWN,MASSACHUSETTS AVE NW + 45TH ST NW,-77.089865,38.940698,,KFH,2009/06/16 00:00:00+00,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,UPV,7.4000001,Y,N,U,Y,Y,N,U,Y,N,N,N,NSG,-9,N,N,U,U,U,U,U,U,3,ANC 3D,3D02,11059602,8101,-3,cb76e04e2251e26e17dcc0c57bcb5e29,2290a47fb33c7c0fdf80cb2c1eb83243,BusStopPt_4373,,{ED87322E-0A6F-4075-AE3C-E3590302ABB1},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25493,
-77.0852593085637,38.9375607884802,1304320,1002258,7947,PRS,1995/05/30 00:00:00+00,REV,WARD CIR NW,MASSACHUSETTS AVE NW,313,NEA,@ CATCH BASIN,MASSACHUSETTS AVE NW + WARD CIR NW,-77.085257,38.937553,,KFH,2006/08/29 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,SLP,5,Y,N,U,N,Y,U,U,U,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,3,ANC 3D,3D10,36004562,12.6000003814697,3,,6914687d958d203e7bbfc8713de06db7,BusStopPt_4374,,{3F456B4B-94EA-4535-8C55-CBB143D9B942},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25494,
-76.9563372718403,38.8675647835954,1309992,1000430,15066,PRS,1901/01/01 00:00:00+00,REV,TEXAS AVE SE,PENNSYLVANIA AVE SE,117,NEX,UNKNOWN,PENNSYLVANIA AVE SE + TEXAS AVE SE,-76.956335,38.867557,,KFH,2006/05/15 00:00:00+00,0,UNK,WMAT,N,Y,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,6.0999999,Y,Y,U,Y,Y,Y,U,Y,Y,Y,Y,NSG,-9,N,Y,U,U,U,U,U,U,7,ANC 7B,7B04,13069812,4664.10009765625,3,dd18beb36c3d0f298037be4ebbbb3446,bb48569a31716e0d88d6f19e6f7f8948,BusStopPt_4375,,{2AB783A2-7EC7-4184-B783-92758E2CBEB5},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25495,
-77.0019512825835,38.8240827681203,1306504,1000017,17500,PRS,1901/01/01 00:00:00+00,REV,LIVINGSTON RD SE,3RD ST SE,242,NEA,UNKNOWN,3RD ST SE + LIVINGSTON RD SE,-77.001949,38.824075,,KFH,2006/04/13 00:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,SLP,3.29999995,Y,N,Y,Y,Y,U,Y,Y,Y,N,N,YUN,-9,U,Y,U,Y,U,U,U,U,8,ANC 8D,8D03,13000302,2588.80004882812,3,3d47c1846bbc278d36290b57c46241b5,4595f6f04e849b51e2b37a2ccdea946a,BusStopPt_4376,,{04B3BF55-8E97-400B-98CF-E9FEB0C4D1B7},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25496,YES
-76.988886279858,38.9047307871192,1308191,1001311,6194,PRS,1901/01/01 00:00:00+00,REV,NEAL ST NE,MONTELLO AVE NE,209,NEA,@ W EDGE OF WALKWAY TO #1302,MONTELLO AVE NE + NEAL ST NE,-76.988884,38.904723,,KFH,2006/07/11 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,Y,U,8,Y,Y,N,NON,UNK,3.70000005,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,Y,U,Y,U,U,U,U,5,ANC 5D,5D06,12061622,247.300003051758,-3,a1709102d9f0544c9a7c4be06d2959f7,42906fbc8fc5aa2f52c3a32ef3e158bc,BusStopPt_4377,,{85DEA03C-EEE3-4F82-9923-0836C822C2C7},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25497,YES
-77.0973903130996,38.9180337860815,1304282,1001710,6941,PRS,1941/08/22 00:00:00+00,REV,V ST NW,MACARTHUR BLVD NW,309,NEA,UNKNOWN,MACARTHUR BLVD NW + V ST NW,-77.097388,38.918026,,KFH,2006/05/11 00:00:00+00,1,FRE,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,3,N,Y,N,NON,UNK,3.9000001,N,N,Y,N,Y,N,Y,U,Y,Y,Y,NSG,-9,N,N,U,N,U,U,U,U,3,ANC 3D,3D05,11088462,2585.80004882812,-3,55f86a60e2cdaedb9942004c0b1c375a,06721efb6178b26496592e9f375c6230,BusStopPt_4378,,{6438D338-1CF8-46B1-9C96-9D075197D215},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25498,
-76.9858899839473,38.9003004333405,1308012,1001155,5875,PRS,1982/05/11 00:00:00+00,REV,14TH ST NE,H ST NE,270,FAR,UNKNOWN,H ST NE + 14TH ST NE,-76.985888,38.900293,,KFH,2006/07/06 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,8,Y,Y,N,NON,UNK,4.5999999,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,Y,U,U,U,U,6,ANC 6A,6A06,12042442,2010.30004882812,-3,2fe94d27de8f1bd6e078845f078b1bc1,90f6a73ae7915534e4b48831248493ae,BusStopPt_4379,,{FA44F1E5-50E7-45D3-9876-A1C7054B450B},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25499,
-76.9904102860854,38.9024667893252,1308053,1001227,6037,PRS,1934/11/21 00:00:00+00,REV,12TH ST NE,K ST NE,90,NEA,UNKNOWN,K ST NE + 12TH ST NE,-76.990408,38.902459,,KFH,2006/07/06 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,3.79999995,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,NSG,-9,N,N,U,Y,U,U,U,U,6,ANC 6A,6A01,12050892,1618.59997558594,3,9e6c725b48b99c637ad8b1f336df7b67,17e2f7b7cbaebc57d244c3b06c9f088a,BusStopPt_4380,,{8FD1B8B5-2B85-4F07-B816-267A58C1FCE4},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25500,
-76.9554822689542,38.8641647841099,1309669,1000387,3574,PRS,1953/11/17 00:00:00+00,REV,36TH PL SE,ALABAMA AVE SE,238,NEA,65' E OF ---,ALABAMA AVE SE + 36TH PL SE,-76.95548,38.864157,,KFH,2006/05/12 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4,N,N,Y,N,Y,N,Y,U,Y,Y,Y,YMR,-9,N,N,U,N,U,U,U,U,7,ANC 7B,7B04,13009362,4920.2998046875,-3,f82088f05f7942ac5485a70c6d8fd25f,b6304508ed944b36ea9238cfb07dbb76,BusStopPt_4381,,{048BF56E-6738-4D1C-8227-FC7C52DF6F65},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25501,
-77.0972503172685,38.9323267886093,1304137,1003096,13164,PRS,2001/09/02 00:00:00+00,REV,LOUGHBORO RD NW,ARIZONA AVE NW,41,NEA,S OF PEPCO POLE # 772400-2621,ARIZONA AVE NW + LOUGHBORO RD NW,-77.097248,38.932319,,KFH,2006/04/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,3,N,N,N,NON,UNK,5,N,N,N,N,Y,U,N,N,Y,N,N,YUN,-9,U,N,U,N,U,U,U,U,3,ANC 3D,3D05,11010922,1260.59997558594,3,f572ea9c3564377019bd443909e9bfd9,40f52da8906064b3707454a9c6e9dce9,BusStopPt_4382,,{6DA73E92-1BE2-4CA2-AF92-9A101026A579},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25502,
-76.9414212687197,38.8835777846877,1310178,1003677,17412,PRS,1901/01/01 00:00:00+00,UNK,CHAPLIN ST SE,TEXASAVE SE,29,FAR,UNKNOWN,TEXASAVE SE + CHAPLIN ST SE,-76.941419,38.88357,,KFH,1900/01/01 00:00:00+00,-9,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,-9,U,U,U,U,U,U,U,U,U,U,U,UNK,-9,U,U,U,U,U,U,U,U,7,ANC 7F,7F03,13085542,1469.5,3,744dfa53dd64da50039d8a21668727a3,ffb77ee4435e923e798765ef81aa39bd,BusStopPt_4383,,{D2D0AC5D-2544-4E4F-ACC3-62B591786DED},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25503,
-77.0419462999778,38.9095907888636,1307564,1001436,6465,PRS,1950/05/14 00:00:00+00,REV,18TH ST NW,P ST NW,90,NEA,75' E OF E CURB,P ST NW + 18TH ST NW,-77.041944,38.909583,,KFH,2006/07/20 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,BRK,NON,Y,N,E,8,N,Y,N,NON,UNK,4.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,Y,U,Y,U,U,U,U,2,ANC 2B,2B07,11068382,2730.19995117188,-3,acbd4560950394edacc7bc94ec6f6517,34666e91804d0d9b2423a52f2c0afc05,BusStopPt_4384,,{DEE9356A-4F95-4329-9BA7-9A340546FE9F},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25504,
-77.0729393122173,38.9293557923991,1302272,1002026,7535,PRS,1901/01/01 00:00:00+00,REV,CATHEDRAL AVE NW,WISCONSIN AVE NW,6,FAX,S OF DRWY TO ST ALBANS CHURCH,WISCONSIN AVE NW + CATHEDRAL AVE NW,-77.072937,38.929348,,KFH,2006/05/22 00:00:00+00,3,FRE,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,8,N,Y,N,NON,UNK,-9,N,N,U,Y,N,N,U,Y,N,N,N,NSG,-9,N,Y,U,U,U,U,U,U,3,ANC 3C,3C08,11057712,146.100006103516,-3,75304496d3f419de349f2aee8411a6e7,2cbbc4edf9690894a0c5ed8f0ba4c700,BusStopPt_4385,,{E56BA920-7218-4A61-8392-51C97EB652D9},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25505,
-77.0716093088858,38.9202137894191,1302264,1001755,7055,PRS,1964/02/24 00:00:00+00,REV,HALL PL NW,WISCONSIN AVE NW,154,NEA,UNKNOWN,WISCONSIN AVE NW + HALL PL NW,-77.071607,38.920206,,KFH,2006/05/22 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,7,Y,Y,N,NON,UNK,5.69999981,N,N,Y,N,Y,Y,Y,U,Y,Y,N,NSG,-9,N,Y,U,N,U,U,U,U,3,ANC 3B,3B02,11094052,2140,-3,6e4caf2b5426cfe0bdf7b27370defcbe,89212857893115b77f60cd6f1f0970ff,BusStopPt_4386,,{3C8DCBFC-9484-4E23-8975-9A7C895925AA},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25506,
-77.0344762896808,38.9020237844645,1307175,1001199,5990,PRS,1982/01/31 00:00:00+00,UNK,I ST NW & K ST NW,15TH ST NW,360,MID,143' S OF K ST (160' ZONE),15TH ST NW + I ST NW & K ST NW,-77.034474,38.902016,,KFH,2006/10/14 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,N,UTP,UNK,5.5999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,N,U,N,U,U,U,U,2,ANC 2F,2F05,11001502,1536.69995117188,3,e3432174f207e4a55946d264918d3835,abfae2e1ec667b4257bb8564eebe6e7e,BusStopPt_4387,,{563DE1BA-7B75-4913-A452-2C43166CBC20},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25507,YES
-76.9865682795609,38.8357757762171,1309709,1000089,2079,PRS,1991/12/29 00:00:00+00,UNK,#1236,13TH ST SE,327,NEX,OPPO STEPS & WALKWAY TO #1326,13TH ST SE + #1236,-76.986566,38.835768,,KFH,2006/04/20 00:00:00+00,-9,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,-9,N,N,U,N,N,N,U,U,N,N,N,NSG,-9,N,N,U,N,U,U,U,U,8,ANC 8E,8E05,13001302,2747.80004882812,-3,568ab74361d512164afa9fe648c64135,2448c99f3d48662f41191151346c5385,BusStopPt_4388,,{F0749A65-C551-433A-95ED-F0E18162072F},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25508,
-76.9947942804865,38.9408077934864,1302226,1002317,8086,PRS,1991/10/11 00:00:00+00,REV,8TH ST NE,TAYLOR ST NE,273,NEX,BET #728 & 800,TAYLOR ST NE + 8TH ST NE,-76.994792,38.9408,,KFH,2006/08/17 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,-9,N,N,U,Y,N,N,U,Y,N,N,N,YMR,-9,N,N,U,N,U,U,U,U,5,ANC 5A,5A03,12084892,831.400024414062,-3,6faa66f2a0d0d3ecbe56ea1431f38c31,ba50f5bf8971ad60b706d3afe0d58d5c,BusStopPt_4389,,{6DF14AFE-65C6-4780-B19B-AA8FBACF664B},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25509,
-77.0035802904547,38.912874787353,1307750,1001576,6687,PRS,1958/09/07 00:00:00+00,REV,R ST NE,2ND ST NE,181,NEA,BEG 40' N OF N CURB-EXTD N 120',2ND ST NE + R ST NE,-77.003578,38.912867,,KFH,2006/08/10 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,3,Y,Y,N,NON,UPV,5.30000019,Y,N,N,N,N,U,N,Y,Y,N,N,NSG,-9,N,N,U,N,U,U,U,U,5,ANC 5E,5E04,12000202,1751,-3,1cde9e0746706cf8571253dbddf77012,4f095dccce255866edc51569a3d782a4,BusStopPt_4390,,{A0CC04D3-4BA0-4F5A-90F7-9571514E2335},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25510,
-76.9990662744901,38.8435307779305,1309864,1000148,2433,PRS,1941/08/05 00:00:00+00,REV,5TH ST SE,MARTIN LUTHER KING JR AVE SE,57,FAR,UNKNOWN,MARTIN LUTHER KING JR AVE SE + 5TH ST SE,-76.999064,38.843523,,KFH,2006/04/19 00:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,4,Y,Y,Y,N,N,N,Y,U,Y,Y,N,NSG,-9,N,Y,Y,Y,U,U,U,U,8,ANC 8C,8C03,13059452,3102,-3,6411a63ea7b9a1db6db95c5edd481991,d9b45ff714386986006add77a185237a,BusStopPt_4391,,{D1E77FE9-F22E-4E0B-A8E5-D3D917366EEC},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25511,
-77.0225260632933,38.8789478900364,1395458,1003904,99999,PRS,2017/12/17 00:00:00+00,REV,MAINE AVE SW,7TH ST SW,225,NEA,60' N OF XWALK,7TH ST SW + MAINE AVE SW,-77.022524,38.87894,PER,WSV,2018/10/25 14:52:19+00,0,EXM,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,5,N,Y,Y,NON,NON,3,Y,E,Y,Y,Y,E,Y,Y,Y,Y,Y,NSG,100,N,Y,N,U,U,N,Y,U,6,ANC 6D,6D01,14000702,1213.40002441406,3,5c356003a4b48dc0ea70be156a057206,2c70274747d269a3b521687d74cd2d1c,BusStopPt_4392,,{125143A5-0C68-4D25-BB1B-3B10C7388A49},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25512,
-77.0242427528153,38.8796668124403,1395459,1003905,99999,PRS,2017/12/17 00:00:00+00,REV,9TH ST SW,MAINE AVE SW,157,FAX,80' S OF XWALK,MAINE AVE SW + 9TH ST SW,-77.02424,38.879659,PER,WSV,2018/10/25 14:38:52+00,0,EXM,NAPP,Y,N,N,N,58U,CON,NON,Y,N,E,8,Y,Y,Y,NON,NON,3,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,NSG,100,N,Y,N,U,U,N,Y,U,6,ANC 6D,6D04,14084152,12.6999998092651,3,8bff07b5d56c16aa28d2e324971dd397,edd1530c850c5f760dbad587e53f0510,BusStopPt_4393,,{B0C6D2DE-D208-4F16-AB1C-C0B1DFB9A9F3},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25513,
-77.0244080291239,38.8801650412088,1395460,1003906,99999,PRS,2017/12/17 00:00:00+00,REV,9TH ST SW,MAINE AVE SW,315,NEA,,MAINE AVE SW + 9TH ST SW,-77.024406,38.880157,PER,WSV,2018/10/25 14:30:29+00,0,EXM,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,5,N,Y,Y,NON,NON,3,Y,Y,Y,Y,Y,Y,Y,E,Y,Y,Y,NSG,80,N,Y,N,U,U,N,Y,U,6,ANC 6D,6D01,14058502,574.200012207031,3,7678102a4c24aec632f54c4c0cc0a552,bf7d46e92e30612d82a97789b1f6d09a,BusStopPt_4394,,{325ED957-7DE8-4116-AC1B-829A3F33DCBC},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25514,
-77.0225647236147,38.8783478694557,1395462,1003908,99999,PRS,2017/10/12 00:00:00+00,REV,7TH ST SW,MAINE AVE SW,135,FAX,ON CURB EXTENSION,MAINE AVE SW + 7TH ST SW,-77.022562,38.87834,PER,WSV,2018/10/25 14:45:49+00,0,EXM,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,6,N,Y,Y,NON,NON,3,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,NSG,80,N,Y,N,U,U,N,N,U,6,ANC 6D,6D04,64058502,258.100006103516,3,,e390dd507411eabf73261c5b7f3e06ab,BusStopPt_4395,,{8DE3049D-73D3-46C9-ACC4-C048234134C6},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25515,
-77.0702503129248,38.9440337921458,1302255,1002394,8259,PRS,1901/01/01 00:00:00+00,REV,RENO RD NW,VEAZEY ST NW,270,FAR,UNKNOWN,VEAZEY ST NW + RENO RD NW,-77.070248,38.944026,,KFH,2009/06/09 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,2.29999995,Y,N,N,N,Y,U,N,N,N,N,N,NSG,-9,N,N,U,N,U,U,U,U,3,ANC 3F,3F01,11089182,40.7000007629395,3,7409eb5180a81dfa04aed5f24ee6520a,7d2cbb15c12e02cd1707978afab4fe13,BusStopPt_4396,,{BB8BD879-FC20-4C14-9588-516C9130D6CC},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25516,
-76.9856632741702,38.8431377727814,1309769,1000142,2416,PRS,1954/05/23 00:00:00+00,REV,SAVANNAH PL SE,CONGRESS ST SE,214,NEX,UNKNOWN,CONGRESS ST SE + SAVANNAH PL SE,-76.985661,38.84313,,KFH,2006/04/25 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,-9,N,N,U,Y,N,N,U,Y,N,N,N,NSG,-9,N,N,U,N,U,U,U,U,8,ANC 8E,8E04,13025092,906.200012207031,-3,093053b25ca5ddb6cd0af891af504c0a,50708860c08d3f23b456fabc7309fca5,BusStopPt_4397,,{21A28B8C-798F-42CA-8994-15AC12BCAB13},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25517,
-76.95997626536,38.8970347896573,1307836,1001034,5611,PRS,1901/01/01 00:00:00+00,REV,ANACOSTIA AVE NE,BENNING RD NE,280,NEA,UNKNOWN,BENNING RD NE + ANACOSTIA AVE NE,-76.959974,38.897027,,KFH,2006/06/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,4.5,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NPL,-9,U,N,U,N,U,U,U,U,7,ANC 7D,7D07,12015342,2069.10009765625,-3,bb461ebff117b1dad0d1e7163a274fdb,512dab9059f4aee7355cda6d0dfc129b,BusStopPt_4398,,{C4A25C66-5C35-4953-B17B-3A77C5D1D774},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,25518,
